deltaGreen,deltaRed,dissimilarity,entropy,exposureGreenRed,exposureRedGreen,greenRatio,gridId,isolationGreen,isolationRed,moranGreen,moranRed,redRatio,seed,similarWanted,step,unsatisfiedRatio
0.6328015921616662,0.6002487896718669,0.17180120741287072,0.08152606450884005,0.3305530457180944,0.5807349366946187,0.32666017746702264,./Grids/quantGrids/-2797320021_config.csv,0.669446954281907,0.41926506330538216,-0.00432201508699389,-0.004322015086993898,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6202932285368798,0.6278425976884969,0.1799277148042237,0.08029398691146751,0.32436140510539835,0.5905269829877048,0.32666017746702264,./Grids/quantGrids/-2797320021_config.csv,0.6756385948945991,0.4094730170122944,-0.003202499872625229,-0.0032024998726252287,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6196378682052839,0.629858078602617,0.17254030317054692,0.07692775490024784,0.3280304303623488,0.589631117458086,0.32666017746702264,./Grids/quantGrids/-2797320021_config.csv,0.6719695696376519,0.41036888254191317,-0.0015163141191216415,-0.001516314119121657,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.7482662538699685,0.7386939313984129,0.12895022750108245,0.07273259489577495,0.3421716217327762,0.5832265636922792,0.32666017746702264,./Grids/quantGrids/-18905927952_config.csv,0.6578283782672235,0.4167734363077209,-0.00533133669817738,-0.005331336698177383,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6014517583408473,0.6166434927697431,0.16335052171985498,0.07000232462177494,0.3251553874187939,0.601664056697622,0.32666017746702264,./Grids/quantGrids/16528562122_config.csv,0.6748446125812069,0.39833594330237787,-0.002235987274226301,-0.002235987274226291,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6364901477832514,0.6411987213638778,0.16596566289881926,0.0706611140976126,0.33877925196084807,0.5862306927910675,0.32666017746702264,./Grids/quantGrids/14913241421_config.csv,0.6612207480391536,0.41376930720893257,-0.007054436756859996,-0.006536668938426511,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.697136027143738,0.6953186404673356,0.14884008776208982,0.07062666673617093,0.34059667905293955,0.586412338549992,0.32666017746702264,./Grids/quantGrids/16643977991_config.csv,0.6594033209470591,0.4135876614500088,0.0020930942953867335,0.0016712363463596653,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.7501348039215678,0.7538876947877448,0.15019004646458298,0.07016218712915372,0.3367216573062416,0.5905746853560301,0.32666017746702264,./Grids/quantGrids/10703081612_config.csv,0.6632783426937601,0.40942531464397064,-0.008622154417635822,-0.00857320174446845,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.7555645659561278,0.757754237288131,0.13623103888827792,0.07335279036227199,0.340473323272281,0.583745840801045,0.32666017746702264,./Grids/quantGrids/-8153468482_config.csv,0.6595266767277226,0.4162541591989571,-0.00579675544274287,-0.005796755442742881,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6913691400186268,0.6938445378151209,0.1882453384955348,0.07953318981623142,0.3402518462774212,0.5756046201993545,0.32666017746702264,./Grids/quantGrids/8616417833_config.csv,0.6597481537225808,0.4243953798006451,-0.0012762939015875591,-0.0016127399724227705,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6209465208143417,0.6256842966194068,0.17041221771680257,0.06442898943450763,0.332956605310528,0.5974701134552591,0.32666017746702264,./Grids/quantGrids/-18652828473_config.csv,0.6670433946894739,0.40252988654473965,-0.004216201498621798,-0.00423939722476013,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.7230869698832176,0.7223303046499174,0.15364718241775824,0.07396975259834546,0.33723405041819393,0.5865096740036357,0.32666017746702264,./Grids/quantGrids/14525407863_config.csv,0.6627659495818062,0.41349032599636437,-0.008957838321771952,-0.008869874142832307,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.7266707391569948,0.7295353862776868,0.1621262029770104,0.07636236162885406,0.3327862435952018,0.5886235340522377,0.32666017746702264,./Grids/quantGrids/11438580621_config.csv,0.6672137564047961,0.41137646594776334,0.005537676690849563,0.005296944369633366,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6671059113300473,0.6973841236014906,0.16885896423125699,0.07749024619808664,0.33701859252317135,0.583184010929813,0.32666017746702264,./Grids/quantGrids/-5328387501_config.csv,0.6629814074768308,0.41681598907018763,-0.003002404461216369,-0.003002404461216388,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.41018884053465965,0.42453354297693835,0.21153720831875195,0.07004273006030672,0.34168900103507366,0.5761077129611273,0.32666017746702264,./Grids/quantGrids/6027881373_config.csv,0.6583109989649271,0.42389228703887366,-0.0025937019754637193,-0.0016091064436606643,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.6590454266421099,0.6532512051419367,0.18382405404454588,0.07848375422861192,0.33352694535060023,0.5820197043129388,0.32666017746702264,./Grids/quantGrids/-11258480653_config.csv,0.6664730546494005,0.4179802956870633,-0.005973609998265172,-0.005230350964276182,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.41106825834098654,0.41726049515608393,0.21096883965070662,0.06656931376893098,0.3342548254382266,0.5877343997344927,0.32666017746702264,./Grids/quantGrids/-12894292213_config.csv,0.6657451745617746,0.4122656002655082,-0.004225845649112458,-0.0031373619035032084,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.3979293161606862,0.40304721030042995,0.22120771821487661,0.06967453839994113,0.3339603849719832,0.584251510404311,0.32666017746702264,./Grids/quantGrids/-5694203882_config.csv,0.6660396150280175,0.4157484895956885,-0.004052162550932453,-0.004052162550932468,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.19267605633802867,0.21791151156535732,0.20895235999574416,0.05475811206471609,0.33806062996564207,0.5939247000902548,0.32666017746702264,./Grids/quantGrids/-6266391331_config.csv,0.6619393700343594,0.40607529990974445,-5.827199946364836E-4,-5.827199946365139E-4,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.5531650246305422,0.5497682472029835,0.17563285533198109,0.06620069881052361,0.33878998199020605,0.5862492602579581,0.32666017746702264,./Grids/quantGrids/21156392382_config.csv,0.6612100180097962,0.41375073974204196,-0.008270497475219787,-0.008270497475219784,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.3216524105754278,0.3348952879581155,0.22223868808676614,0.06461985836157727,0.34321775750164435,0.5777199426009343,0.32666017746702264,./Grids/quantGrids/7793085472_config.csv,0.6567822424983566,0.4222800573990648,-0.0011069429323728403,-0.001106942932372803,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.5385287679799868,0.5467449403217455,0.19194177211821242,0.06749730995977693,0.34689308183952416,0.5756949017762326,0.32666017746702264,./Grids/quantGrids/19055430491_config.csv,0.6531069181604762,0.4243050982237674,-0.006214872654957749,-0.006214872654957757,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.26521271729185664,0.2848835319609963,0.22001297200709594,0.05928745466345878,0.3335630646327097,0.5924990730935304,0.32666017746702264,./Grids/quantGrids/-12537598382_config.csv,0.6664369353672898,0.40750092690646983,5.462667115694324E-4,-0.0016291361102873535,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.360511028269649,0.3499921301154259,0.22083742026210462,0.06491557050568691,0.3420236886590824,0.5776360198287455,0.32666017746702264,./Grids/quantGrids/10284030502_config.csv,0.6579763113409177,0.42236398017125587,-8.215599945739319E-4,-1.5095705342234593E-4,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.4727937649880058,0.4713555058691976,0.21018216170495702,0.0737429161059529,0.3201892512447168,0.5970661498895328,0.32666017746702264,./Grids/quantGrids/-8382520751_config.csv,0.6798107487552838,0.4029338501104661,-0.007260173896776892,-0.007260173896776874,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.38072897761645436,0.40577515118196783,0.20563424922184878,0.06489417383965389,0.3285684190532696,0.5971672311105591,0.32666017746702264,./Grids/quantGrids/13284182713_config.csv,0.6714315809467309,0.40283276888944014,-0.0038781332218668675,-0.0031169009537880175,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.4853716113311001,0.4951248642779552,0.17800233030156,0.06445539925869631,0.33384992457403306,0.5950213367950866,0.32666017746702264,./Grids/quantGrids/-12835180821_config.csv,0.6661500754259674,0.4049786632049134,-0.0011031102962924073,-0.001870020172014081,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.3324625267665954,0.3521982758620699,0.23227471229206448,0.0774478355163373,0.32888154152668453,0.5792638789066432,0.32666017746702264,./Grids/quantGrids/10099110921_config.csv,0.6711184584733161,0.4207361210933573,-0.00443230489918035,-0.004424019678898106,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.5430946601941737,0.556476216511756,0.19085463036196787,0.07583323380189143,0.3271402368139927,0.5895321052700492,0.32666017746702264,./Grids/quantGrids/960536221_config.csv,0.6728597631860073,0.4104678947299506,-0.008461067706782219,-0.007195186237903802,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.4671276595744705,0.4679564032697566,0.20332358811690948,0.07628737917965554,0.32783616369369684,0.587782549619762,0.32666017746702264,./Grids/quantGrids/14587718181_config.csv,0.672163836306303,0.41221745038023877,-0.005246565064357378,-0.0052465650643573735,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.28988587948874,0.3223028820010873,0.2313525802115982,0.07147211734571625,0.3292112352858403,0.5882480256385375,0.32666017746702264,./Grids/quantGrids/9314170552_config.csv,0.6707887647141605,0.4117519743614627,-1.773476996387448E-4,-0.0011602116486865907,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.3398400984009844,0.35631873998932145,0.21242962563101356,0.06764450820861267,0.3360657797919393,0.5834948830130199,0.32666017746702264,./Grids/quantGrids/-3640078881_config.csv,0.6639342202080607,0.41650511698697973,-0.0014802537950022586,-0.0014802537950022404,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.28560643564356286,0.3200752773375596,0.21875277860591133,0.06366608242332253,0.3405350499310864,0.5814100799668629,0.32666017746702264,./Grids/quantGrids/-15015939242_config.csv,0.6594649500689127,0.41858992003313616,-0.007376082236905315,-0.007231040056506223,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.26840248334342737,0.30187191442676875,0.23096210245756058,0.07304357257431236,0.3250787246666766,0.5888151118208264,0.32666017746702264,./Grids/quantGrids/12294225871_config.csv,0.6749212753333228,0.41118488817917337,-5.244776856229988E-4,-5.956509998233613E-4,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.16681494110353384,0.20418246445497656,0.2270160788772893,0.057070866220431116,0.34372070340918437,0.5839088937325059,0.32666017746702264,./Grids/quantGrids/3707473041_config.csv,0.6562792965908162,0.41609110626749385,-0.004452129623448586,-0.005727227923497509,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.15985421166306696,0.21753715498938425,0.23184880423396909,0.06443320825306438,0.3384284111544735,0.5821902763013006,0.32666017746702264,./Grids/quantGrids/-8082686721_config.csv,0.6615715888455258,0.4178097236986995,-0.006412032625443838,-0.006927121452143912,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.3073718932187788,0.3305787781350483,0.21223196905132333,0.06569558409785958,0.33579437315545424,0.5864704512934759,0.32666017746702264,./Grids/quantGrids/20721264603_config.csv,0.664205626844546,0.41352954870652403,-7.287319789258627E-4,-7.287319789257692E-4,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.2502950075642956,0.27697802197802207,0.2274833336104139,0.06552014970789269,0.3270999095010304,0.5939918686268694,0.32666017746702264,./Grids/quantGrids/-7266963241_config.csv,0.6729000904989723,0.40600813137313,-0.0036119020252356735,-0.0036119020252356835,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.19362670713201857,0.2446174863387984,0.22788294899541414,0.0635854410416865,0.3298818031003984,0.5939675088610993,0.32666017746702264,./Grids/quantGrids/5647008511_config.csv,0.6701181968996006,0.40603249113889994,-0.005024920558584192,-0.003837562246867865,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.1860904416212946,0.22754398020890584,0.22918181978424262,0.06444926299505276,0.32705026903968704,0.5944080205855999,0.32666017746702264,./Grids/quantGrids/1893712123_config.csv,0.6729497309603116,0.4055919794143994,-0.001438839710011981,-0.0019567950124877724,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.4661492744674289,0.46853658536585324,0.20304844490382165,0.06932279591494725,0.33852551926971153,0.5813807830936354,0.32666017746702264,./Grids/quantGrids/-13545381501_config.csv,0.6614744807302873,0.4186192169063641,-0.003801724269763567,-0.0022955257155378972,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.23579170593779447,0.2818975283213185,0.20983255211695234,0.053407707308682564,0.35364306856626265,0.5796322797355377,0.32666017746702264,./Grids/quantGrids/20533943511_config.csv,0.6463569314337373,0.4203677202644626,-0.0024494824342205755,-0.0032813885500366773,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.2578426124197007,0.28556034482758696,0.2332339585025475,0.06868558161747096,0.33168843357407574,0.5842076990052011,0.32666017746702264,./Grids/quantGrids/-425250383_config.csv,0.6683115664259248,0.4157923009947991,-0.002934664487822382,-0.002934664487822381,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.237331288343559,0.26487265415549605,0.22858517409825807,0.0649910619987572,0.3347039957071515,0.5850589951771118,0.32666017746702264,./Grids/quantGrids/-19438823361_config.csv,0.665296004292849,0.4149410048228879,-0.006211230651582108,-0.006982695087642428,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
0.25302165954850475,0.27670817541959913,0.21495570377304926,0.05783677632511065,0.33506051917806656,0.5946553231541436,0.32666017746702264,./Grids/quantGrids/-15521851023_config.csv,0.6649394808219328,0.40534467684585657,-0.0029519137259031015,-0.0029519137259030994,0.18597325831238104,-6588727787209537693,0.01741765932040963,1.0,0.0
